id,xP
106,1.0
107,0.3
108,1.7
109,0.3
110,2.0
111,0.0
112,0.0
113,2.7
114,0.0
115,0.0
116,1.0
117,0.0
118,0.0
120,3.7
121,2.0
122,0.0
123,0.3
124,1.7
125,0.7
126,1.0
127,0.0
128,0.0
129,2.7
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
136,6.3
137,0.0
748,0.0
138,0.0
139,6.3
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.7
146,4.3
147,0.0
148,4.7
150,0.0
151,4.7
152,0.3
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,2.3
159,0.0
160,7.7
161,0.0
162,0.0
163,2.3
164,0.0
165,0.0
166,3.3
167,2.0
169,6.7
170,0.0
171,0.0
172,0.3
173,5.7
174,0.0
175,0.3
176,0.0
177,0.0
178,5.3
179,0.0
180,0.7
181,0.7
744,0.3
168,0.0
220,6.0
221,0.0
222,0.0
223,0.0
224,6.3
225,3.0
226,6.3
227,0.0
228,7.3
229,0.0
230,4.0
231,0.0
232,3.7
233,0.0
234,0.0
235,0.0
236,6.7
237,5.3
238,1.7
239,2.7
240,0.0
241,4.0
243,0.0
244,0.0
245,0.0
246,2.0
247,0.0
248,0.0
249,5.7
250,1.3
251,0.0
252,1.7
453,4.7
672,0.0
743,0.0
253,5.8
254,0.0
255,0.0
256,7.0
257,7.2
258,6.2
259,0.2
260,4.8
261,5.5
262,0.0
263,0.0
264,0.0
265,0.0
267,2.8
268,0.0
269,0.0
270,1.0
271,3.2
272,3.5
273,2.8
274,0.0
275,0.0
276,0.5
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,3.5
284,0.5
285,0.0
286,0.0
690,0.0
712,3.2
723,3.0
732,0.2
242,6.5
287,5.0
288,0.0
289,0.0
290,0.0
291,4.0
292,4.5
293,2.5
294,0.2
295,7.2
296,0.0
297,0.0
298,0.0
299,4.2
300,0.5
301,0.5
302,3.5
303,3.0
304,1.8
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,1.2
311,1.2
312,0.0
313,0.0
419,2.2
630,0.0
667,0.0
704,0.0
705,0.0
707,0.0
728,0.0
314,4.7
315,0.0
316,0.0
317,6.3
318,5.7
319,0.3
320,0.0
321,0.0
322,5.0
323,0.0
324,2.7
325,1.0
326,0.7
327,0.0
328,7.0
329,4.3
330,3.3
331,0.3
332,0.0
333,0.0
334,0.0
335,2.3
336,0.3
337,4.0
338,0.0
664,0.0
727,2.0
731,2.7
737,0.0
339,0.0
340,0.0
341,0.0
342,0.7
343,0.3
344,0.7
345,0.0
346,0.0
347,1.0
348,1.7
349,0.0
350,3.7
351,0.0
352,0.7
353,1.0
354,2.3
355,0.0
356,0.0
357,0.0
358,1.3
359,0.0
360,0.0
361,0.0
362,0.7
363,0.0
364,0.0
365,5.7
493,1.3
660,3.0
665,1.7
691,1.3
698,2.0
706,0.3
741,0.0
366,0.9
367,5.2
368,0.5
369,0.5
370,0.0
371,1.2
372,3.5
373,3.5
374,3.5
375,0.0
376,0.8
377,0.0
378,0.5
379,0.5
380,0.5
381,5.2
382,0.0
383,0.0
384,2.5
385,0.8
386,3.5
387,2.2
388,1.2
390,5.2
392,0.5
393,0.0
394,0.0
395,0.0
396,0.5
397,0.0
398,0.0
499,1.2
661,1.8
686,0.8
692,0.0
746,0.5
182,0.5
399,0.0
400,0.5
401,0.5
402,0.7
403,3.3
404,0.0
405,0.5
406,0.5
407,5.0
408,5.3
409,1.0
410,0.5
411,5.7
412,0.0
413,1.5
414,3.0
415,1.5
416,3.0
417,5.3
418,4.5
420,0.0
421,0.0
422,0.0
423,4.0
424,1.0
425,0.0
427,1.3
428,0.0
429,0.5
430,5.7
736,3.3
739,0.5
740,0.5
742,0.5
119,3.3
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,4.0
437,0.0
438,0.7
439,0.0
440,0.7
441,2.3
442,0.0
443,1.3
444,1.0
445,0.0
446,0.0
447,0.0
448,0.0
449,4.0
450,2.3
451,0.0
452,6.3
454,0.0
455,0.7
457,5.7
458,0.2
459,0.3
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.7
467,0.0
468,0.0
681,0.0
733,1.3
755,1.2
52,0.2
135,0.0
469,2.5
471,-0.5
472,0.0
473,0.2
474,1.2
475,0.5
476,0.0
477,0.1
478,-0.5
479,-0.5
480,-0.5
481,-0.5
482,-0.5
483,-0.5
484,0.0
485,-0.2
486,0.5
487,7.8
488,5.5
489,3.5
490,1.5
491,2.8
492,0.0
494,0.2
495,0.0
496,0.0
497,-0.2
498,0.0
500,0.0
501,-0.5
674,-0.5
684,2.2
689,-0.5
714,2.2
753,0.8
12,0.0
426,-0.5
502,2.7
503,0.0
504,0.0
505,3.0
506,5.0
507,0.0
508,3.7
509,0.0
510,-0.5
511,-0.3
512,0.0
513,-0.5
514,-0.5
515,6.5
516,0.4
517,5.5
518,0.0
519,0.7
520,0.0
521,1.7
522,1.5
523,0.0
524,0.0
525,0.0
526,1.7
527,0.0
669,2.3
675,0.0
693,2.7
696,-0.3
699,0.0
715,-0.5
716,5.0
729,0.0
734,0.0
528,0.0
529,0.0
530,0.0
531,5.0
532,1.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,1.0
542,0.0
543,0.7
544,0.0
545,0.0
546,0.0
547,3.3
548,0.0
549,0.0
550,0.0
551,0.0
552,3.0
553,1.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,2.0
561,0.7
562,0.0
563,0.0
564,0.0
668,5.0
670,2.3
678,0.0
683,0.0
694,3.0
724,1.7
730,2.3
735,2.3
565,2.0
566,-1.0
567,-1.0
568,2.8
569,-0.2
570,1.2
571,-0.5
572,-0.8
573,1.2
574,0.2
575,5.5
576,0.0
577,-0.5
578,0.0
579,0.0
580,0.5
581,0.0
582,0.4
583,0.0
584,0.8
585,1.5
586,-0.5
587,0.0
588,1.5
589,0.0
590,0.0
591,-0.5
592,0.0
593,2.2
594,0.0
595,-1.0
596,0.0
597,3.2
598,0.0
599,-1.0
673,4.0
717,1.2
726,0.5
745,-1.0
750,-1.0
751,-1.0
149,1.7
600,4.7
601,0.0
602,0.0
603,2.0
604,0.0
605,2.0
606,0.0
607,0.0
608,0.0
609,3.3
610,4.0
611,0.0
612,0.0
613,6.3
614,0.0
615,2.3
616,0.0
617,0.0
618,0.0
619,0.3
620,0.0
621,0.0
622,0.0
623,2.0
624,2.7
625,0.1
626,0.0
659,2.7
671,7.0
679,0.0
708,4.0
718,0.3
738,0.0
747,0.0
752,0.0
627,1.8
628,0.0
629,0.0
631,0.0
632,0.0
633,1.0
634,-0.8
635,0.0
636,1.8
637,1.0
638,0.5
639,0.0
640,0.0
641,0.0
642,1.0
643,2.0
644,1.5
645,0.0
646,1.8
647,0.0
648,3.5
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,3.0
655,0.0
656,0.0
657,0.0
658,0.0
663,1.0
682,0.5
695,1.2
709,1.8
720,0.8
749,0.5
