id,xP
446,0.2
447,2.8
448,0.2
449,0.0
450,4.8
451,0.0
452,0.0
454,0.0
455,1.1
457,4.2
458,0.0
459,1.5
460,0.0
461,0.0
462,0.5
463,0.0
464,0.0
465,0.0
466,2.2
467,0.0
468,0.0
681,1.5
733,3.0
755,0.2
769,0.3
771,0.0
52,1.2
135,1.8
469,0.4
471,0.0
472,0.0
473,2.6
474,1.8
475,0.0
476,0.0
477,0.1
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,5.6
486,0.6
487,1.0
488,5.0
489,1.2
490,2.0
491,1.6
492,0.0
494,1.2
495,0.0
496,0.0
497,2.6
498,0.0
500,0.0
501,0.0
674,1.6
684,2.4
689,0.0
714,3.6
753,0.0
765,0.0
772,0.0
12,0.3
426,0.2
502,1.3
503,0.0
504,0.0
505,3.2
506,1.8
507,0.0
508,3.3
509,0.0
510,0.0
511,1.5
512,0.0
513,0.2
514,0.0
515,2.3
516,4.5
517,3.3
518,0.0
519,0.8
520,0.0
521,0.0
522,0.1
523,0.0
524,0.0
525,0.0
526,3.7
527,0.5
669,0.2
675,0.0
693,4.3
696,0.2
699,0.5
715,1.7
716,2.2
729,0.0
734,0.3
528,-0.5
529,-0.5
530,-0.5
531,1.6
532,3.0
533,0.0
534,-0.5
535,1.2
536,-0.5
537,0.0
538,-0.5
539,-0.7
540,-0.5
541,0.0
542,0.0
543,2.2
544,0.0
545,0.0
546,0.0
547,2.5
548,0.3
549,-0.5
550,-0.5
551,0.3
552,0.0
553,0.0
554,-0.5
555,0.0
556,0.0
557,-0.5
558,-0.5
559,0.0
560,0.3
561,0.0
562,-0.5
563,0.0
564,0.0
668,3.3
670,4.5
678,0.0
683,4.5
694,4.5
724,2.2
730,1.0
735,0.0
774,-0.5
775,-0.5
565,4.2
566,0.0
567,0.0
568,4.4
569,3.2
570,1.6
571,0.2
572,0.2
573,4.0
574,0.0
575,4.8
576,0.0
577,0.0
578,0.0
579,0.0
580,0.6
581,0.0
582,2.4
583,0.0
584,0.4
585,3.8
586,0.8
587,0.0
588,1.2
589,0.0
590,0.0
591,3.4
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,4.2
598,0.0
599,0.0
673,1.8
717,0.0
726,1.8
745,0.0
750,0.0
751,0.0
149,0.0
600,2.3
601,0.0
602,0.0
603,0.0
604,0.0
605,1.7
606,1.8
607,0.0
608,1.0
609,1.7
610,0.0
611,0.0
612,3.8
613,1.2
614,0.0
615,1.5
616,0.0
617,0.0
618,0.7
619,0.0
620,0.2
621,0.2
622,0.0
623,2.2
624,5.3
625,0.0
626,0.0
659,1.0
671,2.3
679,0.0
708,4.2
718,4.2
738,0.0
747,0.5
752,0.0
758,0.5
627,0.3
628,1.2
629,0.0
631,0.0
632,1.5
633,1.2
634,0.9
635,0.0
636,1.3
637,0.0
638,0.8
639,0.0
640,0.0
641,0.0
642,1.2
643,0.0
644,0.0
645,0.8
646,2.5
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,1.0
655,0.0
656,0.0
657,0.0
658,0.0
663,1.8
682,1.5
695,1.0
709,2.2
720,2.8
749,1.8
766,0.0
767,0.0
777,1.2
778,1.2
