id,xP
163,0.0
164,0.0
165,0.0
166,1.7
167,1.0
169,1.3
170,2.0
171,0.0
172,0.3
173,4.0
174,0.0
175,0.0
176,0.0
177,0.0
178,6.7
179,0.0
180,2.0
181,2.0
744,0.0
168,1.0
220,3.7
221,1.0
222,0.0
223,1.0
224,6.3
225,8.7
226,3.3
227,0.0
228,0.0
229,0.0
230,1.0
231,0.0
232,1.7
233,7.0
234,0.0
235,0.0
236,8.3
237,2.3
238,5.0
239,2.0
240,0.0
241,5.3
243,1.3
244,1.7
245,0.0
246,1.3
247,0.0
248,0.0
249,3.0
250,0.0
251,0.0
252,2.3
453,4.0
672,1.3
743,1.0
253,1.2
254,-0.5
255,-0.5
256,6.2
257,2.2
258,0.8
259,-0.2
260,3.2
261,2.2
262,0.0
263,-0.5
264,0.0
265,0.0
267,3.2
268,0.0
269,-0.5
270,-0.2
271,2.2
272,0.2
273,1.8
274,-0.5
275,-0.5
276,-0.2
277,0.0
278,0.0
279,0.0
280,0.0
281,-0.5
282,0.0
283,6.5
284,0.5
285,0.0
286,-0.5
690,-0.5
712,0.5
723,-0.5
732,0.2
242,1.2
287,2.0
288,0.0
289,0.0
290,0.0
291,2.5
292,1.8
293,2.2
294,0.2
295,4.2
296,0.0
297,0.0
298,0.0
299,3.8
300,0.2
301,1.0
302,2.0
303,3.0
304,1.2
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,1.0
311,1.8
312,0.0
313,0.0
419,3.2
630,0.0
667,0.0
704,0.0
705,0.0
707,0.5
728,0.5
314,1.5
315,0.0
316,0.0
317,0.0
318,0.3
319,1.3
320,0.5
321,0.5
322,0.0
323,-0.5
324,1.7
325,0.5
326,1.0
327,0.0
328,3.7
329,1.0
330,1.5
331,0.5
332,2.2
333,0.0
334,0.0
335,1.3
336,-0.5
337,2.7
338,0.0
664,-0.5
727,0.0
731,0.5
737,-0.3
339,-0.5
340,-0.5
341,0.2
342,1.5
343,-0.2
344,0.8
345,-0.5
346,-0.5
347,0.5
348,4.5
349,0.0
350,5.5
351,-0.2
352,0.8
353,0.2
354,1.9
355,0.0
356,-0.5
357,0.0
358,1.2
359,0.0
360,0.0
361,0.0
362,0.2
363,0.0
364,0.0
365,0.5
493,2.8
660,0.8
665,-0.2
691,1.5
698,1.8
706,-0.2
741,-0.5
366,0.0
367,2.7
368,1.0
369,1.0
370,0.0
371,3.7
372,1.7
373,3.3
374,3.3
375,3.0
376,1.3
377,0.0
378,1.0
379,1.0
380,1.0
381,4.3
382,2.3
383,0.0
384,6.3
385,2.7
386,2.7
387,6.0
388,2.3
390,1.7
392,1.3
393,0.0
394,0.0
395,0.0
396,1.0
397,0.0
398,0.0
499,2.5
661,2.3
686,1.3
692,0.0
746,2.2
182,0.5
399,0.0
400,0.5
401,0.5
402,0.5
403,5.2
404,0.0
405,2.5
406,0.0
407,5.2
408,6.8
409,1.2
410,0.8
411,6.2
412,0.0
413,0.8
414,2.8
415,3.8
416,1.8
417,1.2
418,1.5
420,0.0
421,0.0
422,0.8
423,2.4
424,2.5
425,0.0
427,2.2
428,0.0
429,0.5
430,8.2
736,5.2
739,0.5
740,0.5
742,0.5
119,10.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,3.7
437,0.0
438,0.0
439,0.0
440,4.7
441,0.3
442,3.0
443,5.7
444,2.7
445,0.0
446,0.0
447,1.0
448,0.0
449,5.0
450,3.7
451,0.0
452,3.0
454,0.0
455,3.2
457,6.3
458,1.0
459,1.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.3
467,0.0
468,0.0
681,4.7
733,4.7
52,0.7
135,0.0
469,4.0
471,0.5
472,0.0
473,0.0
474,0.7
475,3.5
476,4.3
477,0.0
478,2.7
479,0.5
480,0.5
481,0.5
482,0.0
483,0.5
484,0.0
485,3.0
486,2.0
487,1.5
488,7.5
489,3.7
490,3.3
491,2.6
492,0.0
494,0.5
495,0.0
496,0.0
497,2.3
498,0.0
500,2.3
501,0.5
674,0.5
684,4.0
689,0.5
714,6.3
12,0.1
426,0.0
502,2.3
503,0.0
504,0.0
505,1.7
506,0.7
507,0.0
508,0.7
509,0.0
510,1.0
511,1.0
512,0.0
513,0.0
514,0.0
515,2.7
516,1.0
517,2.3
518,0.0
519,0.3
520,0.0
521,0.3
522,0.7
523,0.0
524,0.0
525,0.5
526,1.0
527,0.7
669,1.3
675,0.0
693,0.7
696,0.3
699,0.3
715,0.0
716,1.0
729,0.0
734,0.0
528,-1.0
529,-1.0
530,-1.0
531,4.0
532,3.7
533,0.0
534,-1.0
535,0.0
536,0.0
537,0.0
538,-1.0
539,-1.0
540,-1.0
541,-0.3
542,0.0
543,-0.7
544,0.0
545,0.0
546,0.0
547,1.7
548,0.0
549,-0.7
550,-1.0
551,0.3
552,1.0
553,3.3
554,-1.0
555,0.0
556,0.0
557,-1.0
558,-1.0
559,0.0
560,2.3
561,-0.3
562,-1.0
563,0.0
564,0.0
668,2.3
670,3.3
678,-1.0
683,0.0
694,6.3
724,0.3
730,0.7
735,1.7
565,3.3
566,0.0
567,0.0
568,6.3
569,0.0
570,3.3
571,0.0
572,0.0
573,2.3
574,0.0
575,8.3
576,0.0
577,0.0
578,0.0
579,0.0
580,1.7
581,0.0
582,5.7
583,0.0
584,3.7
585,8.0
586,0.7
587,0.0
588,1.0
589,0.0
590,0.0
591,0.0
592,0.0
593,2.7
594,0.0
595,0.0
596,0.0
597,2.0
598,0.0
599,0.0
673,5.0
717,2.3
726,1.0
745,0.0
149,0.7
600,2.7
601,0.0
602,0.5
603,3.0
604,0.0
605,2.5
606,0.0
607,0.0
608,0.7
609,0.7
610,1.3
611,0.0
612,2.5
613,1.5
614,0.5
615,1.7
616,0.0
617,0.0
618,0.7
619,0.7
620,0.0
621,1.7
622,0.0
623,1.3
624,5.0
625,0.4
626,1.0
659,1.5
671,1.0
679,0.5
708,3.7
718,1.3
738,0.5
627,2.5
628,0.5
629,0.5
631,0.8
632,1.2
633,3.8
634,0.8
635,1.5
636,2.5
637,0.5
638,1.2
639,0.0
640,0.0
641,0.5
642,1.2
643,3.5
644,1.2
645,0.8
646,2.8
647,0.0
648,6.2
649,0.0
650,0.5
651,0.5
652,0.5
653,0.0
654,3.8
655,0.0
656,0.0
657,0.0
658,0.5
663,2.8
682,1.2
695,2.5
709,2.2
720,1.5
