first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Joško,Gvardiol,2,2,77,1301,13,104.7,354.6,193.0,5,291,65.3,6,0,2,3.2,59,DEF,13.1
Manuel,Akanji,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,54,DEF,0.0
Nathan,Aké,0,0,27,487,7,93.1,102.0,25.0,1,114,22.1,2,0,1,0.6,52,DEF,5.2
Abdukodir,Khusanov,0,0,35,887,8,48.6,175.0,10.0,0,174,23.5,3,0,2,0.4,54,DEF,6.5
Matheus,Nunes,1,7,128,2264,23,419.2,559.0,113.0,16,541,109.4,9,0,4,3.0,53,DEF,24.2
Rúben,dos Santos Gato Alves Dias,2,0,112,2049,20,139.5,549.2,96.0,4,447,78.6,12,0,3,3.3,55,DEF,20.4
John,Stones,0,0,12,351,8,19.6,76.6,2.0,0,45,9.8,1,0,0,0.6,54,DEF,2.2
Rico,Lewis,0,1,19,311,5,97.3,67.4,43.0,2,75,20.7,1,0,1,1.2,46,DEF,4.1
Nico,O'Reilly,4,3,125,2130,20,338.2,523.0,390.0,6,442,125.2,11,0,4,10.1,50,DEF,25.0
Vitor,de Oliveira Nunes dos Reis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Omar,Marmoush,1,3,40,566,5,146.4,132.2,229.0,4,122,50.4,3,0,2,2.5,83,MID,4.8
Phil,Foden,7,3,112,1808,16,772.4,504.2,439.0,10,488,171.4,10,0,4,8.0,80,MID,14.0
Sávio,Moreira de Oliveira,0,2,27,561,5,138.9,81.2,232.0,0,90,45.2,2,0,2,0.4,69,MID,3.9
Bernardo,Mota Veiga de Carvalho e Silva,2,4,81,2242,24,613.4,406.2,226.0,4,415,124.7,9,0,9,0.6,62,MID,13.1
Rayan,Cherki,3,9,100,1297,13,709.0,441.6,380.0,12,440,153.3,6,0,1,6.9,63,MID,15.9
Jérémy,Doku,1,7,74,1222,13,598.3,311.4,384.0,9,319,129.2,5,0,0,2.4,64,MID,11.6
İlkay,Gündoğan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,63,MID,0.0
Rodrigo 'Rodri',Hernandez Cascante,1,0,57,1243,13,372.5,309.6,96.0,5,294,77.9,4,0,2,0.5,63,MID,9.0
Mateo,Kovačić,0,0,1,4,0,0.8,2.6,0.0,0,3,0.3,0,0,0,0.0,58,MID,0.2
Nico,González Iglesias,1,0,55,1370,14,185.6,278.6,64.0,1,289,52.8,7,0,6,0.1,59,MID,9.3
Claudio,Echeverri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Tijjani,Reijnders,5,2,86,1488,16,340.0,339.4,394.0,6,325,106.5,7,0,2,9.3,50,MID,17.2
Sverre,Nypan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Kalvin,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47,MID,0.0
Erling,Haaland,22,7,197,2413,27,264.7,977.0,1217.0,35,786,246.0,10,0,1,55.7,144,FWD,13.7
Gianluigi,Donnarumma,0,0,104,2430,24,0.0,544.4,0.0,3,448,54.6,11,0,6,9.2,56,GK,18.6
Divine,Mukasa,0,0,2,25,0,28.3,4.2,4.0,0,5,3.7,0,0,0,0.0,44,MID,0.5
Stephen,Mfuni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39,DEF,0.0
Ryan,McAidoo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Charlie,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Reigan,Heskey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Max,Alleyne,0,0,5,135,1,14.8,34.0,26.0,0,27,7.5,0,0,0,0.0,39,DEF,1.3
Bryan,Mbeumo,9,3,122,2191,33,692.8,544.2,742.0,15,448,197.9,5,0,4,21.8,86,MID,14.2
Altay,Bayındır,0,0,11,540,11,10.0,118.4,0.0,0,49,12.8,0,0,0,0.3,47,GK,2.3
André,Onana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,GK,0.0
Elyh,Harrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,GK,0.0
Dermot,Mee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Matthijs,de Ligt,1,0,43,1170,20,60.2,276.6,122.0,5,169,45.7,1,0,0,1.8,49,DEF,8.8
Lisandro,Martínez,0,0,39,904,11,78.3,220.2,10.0,3,165,31.0,3,0,0,0.5,48,DEF,8.1
Noussair,Mazraoui,0,0,28,610,7,65.9,133.8,30.0,3,135,22.8,2,0,3,0.2,49,DEF,5.7
Diego,León Blanco,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,41,DEF,0.0
Diogo,Dalot Teixeira,1,6,98,2229,35,419.9,463.8,185.0,9,360,106.9,6,0,5,5.1,46,DEF,21.3
Patrick,Dorgu,3,3,74,1329,20,354.1,402.4,262.0,8,261,101.9,3,0,5,2.7,41,DEF,18.0
Harry,Maguire,1,1,63,1199,15,38.2,246.0,116.0,3,204,40.3,5,1,3,1.6,44,DEF,14.3
Luke,Shaw,0,1,77,2617,39,274.3,440.0,61.0,0,322,77.6,6,0,5,0.8,45,DEF,17.1
Leny,Yoro,0,1,50,1606,30,70.0,288.2,99.0,1,169,45.6,2,0,1,1.3,41,DEF,12.2
Harry,Amass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Tyler,Fredricson,0,0,1,2,0,0.0,4.0,0.0,0,4,0.4,0,0,0,0.1,37,DEF,0.3
Ayden,Heaven,0,1,28,650,12,27.2,178.0,26.0,0,112,23.1,1,0,2,2.1,37,DEF,7.6
Tyrell,Malacia,0,0,2,7,1,0.5,3.6,0.0,0,2,0.4,0,0,0,0.4,37,DEF,0.5
Bruno,Borges Fernandes,8,17,189,2435,39,1467.1,1030.4,510.0,36,795,301.0,4,0,3,45.0,103,MID,18.3
Matheus,Santos Carneiro da Cunha,7,4,117,2068,29,424.0,530.0,629.0,12,472,158.5,6,0,1,8.4,80,MID,14.6
Marcus,Rashford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,70,MID,0.0
Amad,Diallo,2,4,74,1916,27,538.2,381.2,487.0,6,400,140.8,4,0,2,1.4,62,MID,11.9
Antony,dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID,0.0
Mason,Mount,3,0,47,813,14,198.8,162.4,158.0,3,167,51.9,3,0,0,0.3,59,MID,8.0
Carlos Henrique,Casimiro,7,4,134,2135,25,431.2,676.4,470.0,15,511,158.0,8,1,8,3.3,57,MID,23.5
Kobbie,Mainoo,0,2,45,1113,17,286.4,230.2,55.0,0,215,57.3,3,0,0,1.2,46,MID,9.8
Manuel,Ugarte Ribeiro,0,0,34,786,21,75.5,138.8,38.0,0,163,25.1,1,0,1,0.1,47,MID,7.2
Toby,Collyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jayce,Fitzgerald,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,MID,0.0
Jack,Fletcher,0,0,3,107,0,24.4,18.6,5.0,0,10,4.8,0,0,0,0.1,43,MID,0.7
Sékou,Koné,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Jack,Moorhouse,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Rasmus,Højlund,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,63,FWD,0.0
Joshua,Zirkzee,2,1,37,509,8,161.8,152.8,195.0,6,130,50.6,1,0,1,0.4,58,FWD,6.4
Chido,Obi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,42,FWD,0.0
Ethan,Wheatley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD,0.0
Benjamin,Sesko,9,2,94,1329,27,136.7,401.4,679.0,17,328,120.8,1,0,2,6.8,74,FWD,12.7
Senne,Lammens,0,0,76,2250,32,0.0,459.4,2.0,6,291,46.1,5,0,0,2.9,51,GK,14.9
Shea,Lacey,0,0,2,12,0,1.5,4.0,11.0,0,8,1.5,0,0,0,0.0,45,MID,0.4
Bendito,Mantato,0,0,1,15,0,11.7,2.2,0.0,0,3,1.4,0,0,0,0.0,45,MID,0.2
Tyler,Fletcher,0,0,1,1,0,1.0,0.4,0.0,0,3,0.1,0,0,0,0.0,44,MID,0.2
Godwill,Kukonki,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Jacob,Ramsey,2,1,39,1074,24,234.2,202.8,130.0,1,201,56.7,1,1,3,0.2,53,MID,7.4
Yoane,Wissa,1,0,20,422,9,35.8,54.0,139.0,0,61,22.1,1,0,1,0.6,73,FWD,2.7
Nick,Pope,0,1,82,1966,32,0.0,505.8,35.0,3,336,54.1,7,0,1,4.4,50,GK,16.4
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Odysseas,Vlachodimos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Lewis,Hall,1,2,72,1749,32,341.0,463.0,144.0,4,298,94.8,4,0,3,4.3,54,DEF,13.3
Fabian,Schär,0,0,51,1089,13,63.6,291.2,108.0,0,186,46.4,4,0,1,1.1,52,DEF,9.8
Sven,Botman,1,1,65,1204,17,60.3,368.4,147.0,6,248,57.6,5,0,1,0.4,49,DEF,13.3
Dan,Burn,0,3,78,1811,30,88.6,422.4,115.0,5,238,62.7,6,1,7,3.5,50,DEF,15.6
Tino,Livramento,0,1,56,1163,11,188.3,200.0,38.0,3,237,42.6,6,0,1,1.9,49,DEF,11.4
Kieran,Trippier,0,1,50,1456,25,459.7,269.4,12.0,2,211,74.0,5,0,3,1.4,49,DEF,10.2
Emil,Krafth,0,0,0,45,2,1.2,1.4,0.0,0,-8,0.3,0,0,0,0.0,43,DEF,0.0
Jamaal,Lascelles,0,0,1,19,2,0.0,10.2,7.0,0,0,1.7,0,0,0,0.0,43,DEF,0.2
Alex,Murphy,0,0,1,1,1,0.0,2.2,0.0,0,-1,0.2,0,0,0,0.7,38,DEF,0.3
Harrison,Ashby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF,0.0
Miodrag,Pivaš,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,38,DEF,0.0
Matt,Targett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Anthony,Gordon,6,4,98,1728,30,397.9,393.6,505.0,10,347,129.3,7,1,3,7.6,74,MID,13.2
Anthony,Elanga,0,1,42,1207,26,258.4,125.2,169.0,0,162,55.0,2,0,0,2.7,65,MID,6.5
Harvey,Barnes,5,0,83,1648,24,313.7,301.6,580.0,8,267,119.1,5,0,1,1.2,61,MID,13.6
Bruno,Guimarães Rodriguez Moura,9,6,134,2019,31,634.3,682.6,365.0,19,584,168.3,6,0,5,4.5,68,MID,19.7
Jacob,Murphy,3,1,65,1236,14,320.4,272.8,310.0,2,263,89.4,7,0,1,0.6,59,MID,11.0
Joelinton Cássio,Apolinário de Lira,2,1,66,1687,24,260.5,304.0,311.0,2,279,87.6,5,0,9,0.3,59,MID,11.2
Sandro,Tonali,0,2,71,2037,31,433.5,336.6,165.0,2,391,93.8,7,0,3,1.1,53,MID,13.4
Antoñito,Cordero Campillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Joe,Willock,0,1,28,693,13,147.8,96.2,112.0,0,114,35.5,3,0,3,0.1,50,MID,5.6
Isaac,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Garang,Kuol,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Lewis,Miley,1,3,58,1133,16,214.3,275.0,132.0,4,271,62.1,2,0,0,1.9,44,MID,13.2
Joe,White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
William,Osula,2,1,31,281,7,16.4,78.6,87.0,2,113,18.0,1,0,0,0.2,54,FWD,5.7
Sean,Neave,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,43,FWD,0.0
Aaron,Ramsdale,0,0,23,823,13,10.0,177.6,0.0,1,96,18.7,1,0,1,0.8,48,GK,4.8
Malick,Thiaw,4,0,114,2333,42,103.8,733.4,354.0,12,364,118.8,5,0,3,7.8,51,DEF,22.4
Seung-Soo,Park,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,43,MID,0.0
Nick,Woltemade,7,4,93,1660,26,206.6,390.0,390.0,10,332,97.6,7,0,0,6.7,67,FWD,13.9
John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Leo,Shahar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Sam,Alabi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Oleksandr,Zinchenko,0,0,7,352,6,83.4,80.8,22.0,0,56,18.6,0,0,0,0.2,49,DEF,1.4
Stefan,Ortega Moreno,0,0,11,270,4,0.0,68.6,0.0,0,38,6.9,1,0,0,0.2,47,GK,2.3
James,McAtee,0,0,9,173,8,45.5,17.6,12.0,0,32,7.6,0,0,1,0.1,50,MID,1.8
Matz,Sels,0,0,77,2037,31,10.0,501.2,0.0,3,312,51.1,6,0,2,4.8,46,GK,16.7
Carlos Miguel,dos Santos Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Matt,Turner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Nikola,Milenković,0,0,96,2790,43,40.7,559.6,108.0,2,328,71.1,8,0,6,3.2,51,DEF,18.8
Murillo,Costa dos Santos,1,0,83,1999,28,113.5,527.0,75.0,3,329,71.6,6,0,4,2.1,52,DEF,16.0
Ola,Aina,0,1,54,1319,17,130.6,236.0,55.0,5,204,42.3,5,0,3,2.4,47,DEF,11.5
Neco,Williams,1,3,104,2618,40,465.6,647.6,293.0,12,447,140.5,8,1,5,3.1,47,DEF,22.1
David,Mota Veiga Teixeira do Carmo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Jair,Paula da Cunha Filho,0,0,5,214,4,0.8,46.2,10.0,0,18,5.6,0,0,0,0.1,42,DEF,1.2
Felipe,Rodrigues da Silva,0,0,35,938,17,20.8,233.8,59.0,1,145,31.4,2,0,4,0.1,43,DEF,8.1
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Zach,Abbott,0,0,2,120,4,6.3,25.4,0.0,0,1,3.2,0,0,0,0.3,38,DEF,0.5
Willy,Boly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,DEF,0.0
Morgan,Gibbs-White,9,2,133,2640,39,651.7,574.0,616.0,11,523,184.0,9,0,1,5.1,74,MID,18.0
Callum,Hudson-Odoi,3,3,81,1748,25,554.2,334.6,306.0,6,335,119.2,6,0,0,0.7,57,MID,14.2
Elliot,Anderson,2,3,138,2773,42,835.1,702.6,240.0,10,632,178.1,9,0,6,8.4,55,MID,25.1
João Pedro,Ferreira da Silva,0,0,1,11,0,0.5,5.0,4.0,0,6,1.0,0,0,0,0.0,54,MID,0.2
Nicolás,Domínguez,1,0,38,932,18,155.6,192.4,126.0,3,169,47.5,3,0,2,0.0,50,MID,7.6
Lewis,O'Brien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Ibrahim,Sangaré,2,2,75,1764,22,162.4,369.0,118.0,2,309,65.1,8,0,5,0.1,49,MID,15.3
Ryan,Yates,0,1,20,404,5,48.7,79.4,38.0,0,85,16.4,0,0,1,0.1,47,MID,4.3
Eric,da Silva Moreira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Marko,Stamenić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Chris,Wood,2,0,25,538,8,49.6,77.6,179.0,3,85,29.8,1,0,0,4.5,71,FWD,3.5
Igor Jesus,Maciel da Cruz,3,4,81,1794,31,168.1,258.6,553.0,8,269,95.6,8,0,0,1.3,58,FWD,14.0
Taiwo,Awoniyi,2,0,20,268,2,41.9,85.4,151.0,1,81,27.3,0,0,1,0.3,52,FWD,3.8
Dan,Ndoye,1,2,49,1166,17,217.7,165.4,180.0,4,175,56.5,2,0,1,0.7,55,MID,8.9
Angus,Gunn,0,0,1,45,0,0.0,1.2,0.0,0,4,0.1,0,0,0,1.1,40,GK,0.2
Omari,Hutchinson,1,5,64,1277,17,419.0,260.2,302.0,3,261,97.9,5,0,0,0.1,54,MID,11.9
Arnaud,Kalimuendo,0,0,9,89,3,17.7,6.8,39.0,0,24,6.3,0,0,0,0.1,60,FWD,1.5
John Victor,Maciel Furtado,0,0,11,437,8,0.0,56.4,0.0,0,32,5.7,1,0,1,0.3,40,GK,2.8
Nicolò,Savona,2,0,39,1025,18,123.2,216.6,94.0,0,131,43.5,3,0,2,0.1,45,DEF,8.7
Luis Eduardo,Soares da Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Dilane,Bakwa,0,1,14,342,8,113.9,49.8,78.0,0,55,23.8,0,0,1,0.0,59,MID,2.4
Lorenzo,Lucca,1,0,8,119,1,12.7,37.2,31.0,0,34,7.9,1,0,0,0.0,55,FWD,1.5
Luca,Netz,0,0,2,48,0,1.7,7.8,2.0,0,8,1.1,0,0,0,0.0,45,DEF,0.4
Anthony,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,GK,0.0
Simon,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,GK,0.0
Blondy,Nna Noukeu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Daniel,Ballard,2,2,118,2004,28,177.3,637.4,353.0,9,363,116.9,6,0,3,3.6,47,DEF,25.1
Trai,Hume,0,1,88,2579,33,287.1,402.2,193.0,6,312,87.3,8,0,8,0.3,45,DEF,19.6
Aji,Alese,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Joe,Anderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,DEF,0.0
Dennis,Cirkin,0,0,14,301,2,8.9,58.2,8.0,0,44,7.1,1,0,1,0.0,40,DEF,3.5
Leo Fuhr,Hjelde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Niall,Huggins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Zak,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Luke,O'Nien,0,0,10,228,1,3.2,23.6,4.0,0,31,3.1,1,1,1,0.1,40,DEF,2.5
Timothée,Pembélé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF,0.0
Reinildo,Mandava,0,2,51,1428,20,94.0,285.4,37.0,5,180,41.8,4,1,7,2.8,38,DEF,13.4
Jenson,Seelt,0,0,2,133,2,2.4,33.6,0.0,0,11,3.6,0,0,0,0.1,40,DEF,0.5
Simon,Adingra,1,1,34,649,8,116.8,81.4,75.0,3,81,27.0,4,0,2,0.3,49,MID,6.9
Habib,Diarra,2,4,51,1099,11,74.7,118.6,177.0,3,159,36.0,4,0,4,0.1,53,MID,9.6
Patrick,Roberts,0,0,1,27,1,7.3,1.8,5.0,0,4,1.4,0,0,0,0.0,54,MID,0.2
Milan,Aleksić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Enzo,Le Fée,4,4,108,2300,31,576.8,541.6,201.0,8,438,132.1,8,0,5,1.2,49,MID,22.0
Romaine,Mundle,0,0,14,399,11,33.6,29.4,69.0,0,42,12.7,0,0,1,0.0,49,MID,2.9
Dan,Neil,0,0,3,13,0,1.4,3.0,0.0,0,10,0.4,0,0,0,0.0,48,MID,0.6
Ian,Poveda-Ocampo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,MID,0.0
Chris,Rigg,0,0,21,556,4,106.5,52.8,59.0,1,83,21.8,2,0,0,0.0,47,MID,4.5
Noah,Sadiki,0,1,61,2294,30,210.3,273.6,100.0,0,323,58.5,7,0,7,0.1,49,MID,12.4
Chemsdine,Talbi,4,2,75,1320,12,195.2,225.0,215.0,6,226,63.1,6,0,0,0.2,49,MID,15.3
Abdoullah,Ba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,43,MID,0.0
Alan,Browne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Pierre,Ekwah Elimby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Harrison,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Jay,Matete,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,MID,0.0
Nectarios,Triantis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Wilson,Isidor,4,1,60,1056,15,24.2,168.8,384.0,7,193,57.6,4,0,1,1.3,50,FWD,12.0
Eliezer,Mayenda Dossou,2,0,39,750,9,53.8,117.6,188.0,5,121,35.5,3,0,0,0.5,52,FWD,7.5
Ahmed,Abdullahi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,42,FWD,0.0
Luís Hemir,Silva Semedo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Nazarii,Rusyn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Granit,Xhaka,1,5,99,2271,27,473.4,566.0,86.0,5,477,112.5,7,0,5,3.3,51,MID,19.4
Robin,Roefs,0,0,110,2520,34,40.0,704.0,0.0,9,474,74.3,8,0,3,7.9,48,GK,22.9
Arthur,Masuaku,0,0,1,125,2,20.1,21.8,7.0,0,4,4.9,0,0,1,0.5,39,DEF,0.3
Omar,Alderete,1,1,103,2353,31,130.6,665.6,231.0,5,352,103.1,8,0,6,6.5,41,DEF,25.1
Nordi,Mukiele,1,5,115,2163,28,278.7,559.0,141.0,8,397,97.9,7,0,4,7.0,45,DEF,25.6
Lutsharel,Geertruida,0,0,46,1411,21,116.1,238.0,67.0,0,190,42.1,2,0,1,0.1,45,DEF,10.2
Brian,Brobbey,6,1,72,1360,19,131.9,276.4,365.0,11,255,75.9,4,0,4,0.6,53,FWD,13.6
Bertrand,Traoré,1,1,30,634,9,108.4,115.6,135.0,1,118,35.9,3,0,1,0.0,55,MID,5.5
Jenson,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Tymur,Tutierov,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Djiamgone Jocelin Ta,Bi,0,0,1,38,0,4.3,3.4,2.0,0,4,1.0,0,0,0,0.0,50,MID,0.2
Melker,Ellborg,0,0,16,270,2,0.0,73.6,0.0,3,62,7.4,1,0,0,0.1,40,GK,4.0
Nilson,Angulo,0,0,9,254,4,28.3,36.2,62.0,0,27,12.6,1,0,0,0.0,50,MID,1.8
Jack,Whittaker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jaydon,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Guglielmo,Vicario,0,0,90,2790,50,10.1,709.2,0.0,6,412,72.2,7,0,1,5.3,47,GK,19.1
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK,0.0
Antonín,Kinský,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,39,GK,0.0
Pedro,Porro Sauceda,0,3,83,2163,33,610.2,478.8,102.0,4,358,119.3,7,0,6,9.4,51,DEF,16.3
Cristian,Romero,4,1,90,1800,32,123.2,562.6,214.0,10,294,90.0,5,2,8,3.1,50,DEF,18.0
Kevin,Danso,0,0,38,929,19,12.0,264.4,40.0,1,131,31.7,2,0,4,0.1,42,DEF,9.0
Ben,Davies,1,0,10,136,3,22.2,67.4,52.0,1,29,14.2,0,0,1,0.1,43,DEF,2.3
Radu,Drăgușin,0,0,15,513,13,3.2,122.2,27.0,0,26,15.3,0,0,0,0.0,45,DEF,3.3
Djed,Spence,0,0,60,1806,29,202.2,262.0,172.0,1,220,63.5,7,0,4,0.9,42,DEF,14.3
Destiny,Udogie,0,1,14,839,19,138.8,149.0,86.0,0,56,37.5,0,0,3,0.3,43,DEF,3.3
Micky,van de Ven,4,1,98,2411,43,81.0,585.4,206.0,10,337,87.1,7,1,7,18.9,44,DEF,22.3
Ashley,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Takai,Kōta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Luka,Vušković,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF,0.0
Son,Heung-min,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,85,MID,0.0
James,Maddison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,68,MID,0.0
Mohammed,Kudus,2,6,75,1535,20,413.8,333.4,302.0,7,257,104.7,7,0,3,9.3,64,MID,11.7
Dejan,Kulusevski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,64,MID,0.0
Mathys,Tel,3,1,56,891,19,289.6,205.8,248.0,5,197,74.6,1,0,0,0.1,62,MID,9.0
Rodrigo,Bentancur,1,1,64,1407,21,159.7,268.6,85.0,3,269,51.6,5,0,5,0.2,52,MID,12.3
Lucas,Bergvall,1,2,40,844,15,90.8,143.2,137.0,0,140,37.2,3,0,2,0.2,52,MID,7.7
Yves,Bissouma,0,0,13,460,15,18.9,83.8,23.0,0,88,12.6,0,0,3,0.0,52,MID,2.5
Wilson,Odobert,0,2,46,972,13,284.3,158.8,234.0,6,176,67.6,2,0,0,0.0,53,MID,8.7
